Replicate,Line,Sex,Infection,Individual,Block,Day,X,Y,closest_fly,mean_distance,median_distance,FliesWithin10mm,FliesWithin15mm,FliesWithin20mm,Mean_close_flies
285,379,Male,Infected,5,4,19/12/2017,65.33,108.884,8.056619887,20.39230841,17.29462035,1,3,7,7
285,379,Male,Infected,6,4,19/12/2017,76.432,114.648,6.405,24.65353828,21.64848847,2,4,5,7
285,379,Male,Infected,7,4,19/12/2017,76.432,121.053,4.078571564,25.6494719,22.02408359,2,3,4,7
285,379,Male,Infected,8,4,19/12/2017,73.657,124.042,4.078571564,25.29638031,20.98983459,2,3,4,7
285,379,Male,Infected,9,4,19/12/2017,62.982,127.672,11.27530598,24.47212143,18.72236833,0,4,7,7
285,379,Male,Infected,10,4,19/12/2017,52.947,120.626,4.488342679,21.97606819,23.4888815,1,3,4,5
285,379,Male,Infected,11,4,19/12/2017,54.869,116.57,4.488342679,20.44896419,20.68271464,1,4,4,5
285,379,Male,Infected,12,4,19/12/2017,44.835,127.031,10.33579068,28.99941801,32.15753245,0,2,3,5
286,379,Male,Infected,1,4,19/12/2017,167.571,125.071,18.03420397,33.24288907,33.3044443,0,0,1,5
286,379,Male,Infected,2,4,19/12/2017,180.119,138.024,14.88318353,35.39949443,43.2872239,0,1,3,5
286,379,Male,Infected,3,4,19/12/2017,169.595,148.548,6.638896595,27.29544357,29.32515536,1,3,4,5
286,379,Male,Infected,4,4,19/12/2017,173.643,153.81,6.638896595,30.8606051,31.94341298,1,1,4,5
286,379,Male,Infected,5,4,19/12/2017,158.262,157.048,6.675308008,25.33325542,28.97655992,1,2,4,5
286,379,Male,Infected,6,4,19/12/2017,156.643,163.524,6.675308008,28.67899684,33.49816383,1,1,4,5
286,379,Male,Infected,7,4,19/12/2017,142.071,158.667,6.017192701,27.22180025,29.32515536,1,1,3,5
286,379,Male,Infected,8,4,19/12/2017,137.619,154.619,6.017192701,27.21698407,28.76363051,1,1,3,5
286,379,Male,Infected,9,4,19/12/2017,132.357,140.452,4.873856174,27.80331327,30.76517903,1,1,4,5
286,379,Male,Infected,10,4,19/12/2017,131.952,135.595,4.873856174,28.73730277,33.94771434,1,3,4,5
286,379,Male,Infected,11,4,19/12/2017,136.405,125.881,2.946246765,30.44377491,33.2719905,1,2,3,4
286,379,Male,Infected,12,4,19/12/2017,137.214,123.048,2.946246765,31.98114497,35.94862459,1,2,3,5
287,380,Female,Infected,1,4,19/12/2017,44.603,70.307,32.25893738,42.24152609,41.7809146,0,0,0,6
287,380,Female,Infected,2,4,19/12/2017,75.095,42.839,10.331,19.95194342,17.46054435,0,4,6,6
287,380,Female,Infected,3,4,19/12/2017,84.923,47.375,3.746249324,25.388469,28.26409654,2,3,4,5
287,380,Female,Infected,4,4,19/12/2017,88.451,46.115,3.746249324,27.56558419,31.16324799,2,3,4,5
287,380,Female,Infected,5,4,19/12/2017,85.679,43.343,3.920199995,24.95830596,27.74838548,2,3,4,5
287,380,Female,Infected,6,4,19/12/2017,75.095,32.508,9.106932744,20.9544627,18.396,1,2,8,8
287,380,Female,Infected,7,4,19/12/2017,66.275,30.24,9.106932744,19.66148039,17.04123798,3,4,6,6
287,380,Female,Infected,8,4,19/12/2017,58.715,36.792,4.734650145,18.3947673,16.93094965,3,5,7,7
287,380,Female,Infected,9,4,19/12/2017,56.699,32.508,2.281957055,19.52264682,18.396,4,5,6,6
287,380,Female,Infected,10,4,19/12/2017,56.447,30.24,2.281957055,20.60524656,18.78541264,4,5,6,6
287,380,Female,Infected,11,4,19/12/2017,50.651,37.044,6.629085005,22.02597611,24.86130391,4,4,5,5
287,380,Female,Infected,12,4,19/12/2017,44.099,38.052,6.629085005,27.01527433,31.36347215,1,4,4,5
288,380,Male,Infected,1,4,19/12/2017,29.339,138.671,6.986171627,36.36867966,41.82128953,1,1,2,2
288,380,Male,Infected,2,4,19/12/2017,25.464,132.858,6.986171627,33.72602031,39.30221678,1,2,2,2
288,380,Male,Infected,3,4,19/12/2017,27.125,122.34,10.64834471,27.47805372,29.87524946,0,1,2,3
288,380,Male,Infected,4,4,19/12/2017,48.161,105.733,2.506353926,12.9759924,6.942140592,8,8,8,8
288,380,Male,Infected,5,4,19/12/2017,50.652,105.456,2.506353926,13.00577386,5.779811156,8,8,8,8
288,380,Male,Infected,6,4,19/12/2017,52.866,103.242,2.282260283,13.73861346,5.56265593,8,8,8,8
288,380,Male,Infected,7,4,19/12/2017,55.081,104.902,2.768000181,15.30029682,8.060043176,7,8,8,8
288,380,Male,Infected,8,4,19/12/2017,50.652,102.688,2.282260283,12.92095939,4.332158123,8,8,8,8
288,380,Male,Infected,9,4,19/12/2017,47.331,102.688,3.156093313,13.03781546,5.56265593,8,8,8,8
288,380,Male,Infected,10,4,19/12/2017,46.224,99.367,2.551861477,14.7340509,7.5288183,7,8,8,8
288,380,Male,Infected,11,4,19/12/2017,48.715,98.813,2.551861477,14.63467088,6.91964002,8,8,8,8
288,380,Male,Infected,12,4,19/12/2017,52.313,99.92,3.228117873,14.73281194,5.779811156,8,8,8,8
289,502,Female,Infected,1,4,19/12/2017,50.326,90.092,3.317141088,28.09641599,28.7549374,2,2,2,5
289,502,Female,Infected,2,4,19/12/2017,51.898,87.171,3.317141088,30.1233459,31.94141778,2,2,2,4
289,502,Female,Infected,3,4,19/12/2017,47.854,86.048,4.197030498,30.82550564,31.69810474,2,2,2,5
289,502,Female,Infected,4,4,19/12/2017,34.149,111.66,4.475815903,24.9192639,29.04826275,3,3,3,4
289,502,Female,Infected,5,4,19/12/2017,29.881,110.312,4.475815903,27.18952472,30.19553651,3,3,3,3
289,502,Female,Infected,6,4,19/12/2017,30.33,105.594,4.739316934,27.52153487,28.36521731,2,3,3,5
289,502,Female,Infected,7,4,19/12/2017,33.026,117.951,6.390446776,27.04832653,30.29640857,2,3,3,5
289,502,Female,Infected,8,4,19/12/2017,57.066,116.378,13.49683948,24.43847676,24.09140778,0,1,3,6
289,502,Female,Infected,9,4,19/12/2017,52.797,135.699,4.948072857,32.88041064,34.2000413,1,1,2,5
289,502,Female,Infected,10,4,19/12/2017,57.74,135.475,4.948072857,33.48358939,33.75288296,1,1,2,4
289,502,Female,Infected,11,4,19/12/2017,70.546,115.704,10.9812925,30.50241449,34.08636081,0,2,2,4
289,502,Female,Infected,12,4,19/12/2017,79.982,110.087,10.9812925,37.40126958,37.34968231,0,1,1,6
290,502,Female,Infected,1,4,19/12/2017,28.767,50.111,12.81261878,26.64020518,27.42325584,0,1,3,5
290,502,Female,Infected,2,4,19/12/2017,39.671,43.383,8.409799998,20.31388227,16.5606348,1,4,7,7
290,502,Female,Infected,3,4,19/12/2017,47.327,46.863,5.742636503,16.05995785,13.49898311,2,6,8,6
290,502,Female,Infected,4,4,19/12/2017,51.27,51.038,5.742636503,15.27443551,13.89733161,2,7,8,7
290,502,Female,Infected,5,4,19/12/2017,58.694,47.327,7.989697366,17.83482102,18.46849951,2,5,7,5
290,502,Female,Infected,6,4,19/12/2017,72.614,48.951,14.01441315,27.60177408,27.62965539,0,1,2,5
290,502,Female,Infected,7,4,19/12/2017,55.214,40.135,4.315449455,19.29827371,19.50594412,2,4,6,5
290,502,Female,Infected,8,4,19/12/2017,52.662,36.655,4.315449455,21.27476634,23.43659361,1,5,5,5
290,502,Female,Infected,9,4,19/12/2017,42.919,59.622,6.647518635,18.27883842,17.05104762,1,3,6,6
290,502,Female,Infected,10,4,19/12/2017,48.719,62.87,6.647518635,18.24551877,18.46849951,2,3,6,5
290,502,Female,Infected,11,4,19/12/2017,54.518,69.83,8.584,22.94924754,24.06644074,2,2,4,5
290,502,Female,Infected,12,4,19/12/2017,51.734,77.95,8.584,29.24850221,31.40397632,1,1,2,4
291,502,Female,Infected,1,4,19/12/2017,51.302,66.715,5.563950126,18.82523245,20.5565142,3,4,5,4
291,502,Female,Infected,2,4,19/12/2017,57.053,62.574,6.587175495,15.14654916,16.8308957,4,4,9,4
291,502,Female,Infected,3,4,19/12/2017,50.612,61.194,3.808506531,15.29359415,15.1655237,4,5,7,6
291,502,Female,Infected,4,4,19/12/2017,49.001,57.743,3.808506531,14.78858107,12.22472433,4,6,7,6
291,502,Female,Infected,5,4,19/12/2017,51.762,54.983,3.903936603,13.03089287,11.74101461,5,7,9,7
291,502,Female,Infected,6,4,19/12/2017,50.152,47.161,3.128338217,14.98785844,15.50898095,3,5,9,5
291,502,Female,Infected,7,4,19/12/2017,53.142,46.241,3.128338217,14.05510453,14.2658542,3,6,8,5
291,502,Female,Infected,8,4,19/12/2017,60.044,46.011,6.346246292,13.38703589,14.31868604,4,6,10,5
291,502,Female,Infected,9,4,19/12/2017,67.406,46.471,5.564322241,15.33863419,17.26779129,4,5,8,5
291,502,Female,Infected,10,4,19/12/2017,64.645,41.64,5.564322241,16.66074355,15.50898095,2,5,7,6
291,502,Female,Infected,11,4,19/12/2017,73.157,51.762,3.600963899,18.18367235,20.76250626,2,4,5,4
291,502,Female,Infected,12,4,19/12/2017,76.378,50.152,3.600963899,20.83244663,23.56284399,2,3,4,4
292,502,Male,Infected,1,4,19/12/2017,34.327,51.241,18.14411742,27.66585082,25.28152072,0,0,1,6
292,502,Male,Infected,2,4,19/12/2017,36.565,71.638,3.622335434,21.73385772,20.51941161,2,5,5,6
292,502,Male,Infected,3,4,19/12/2017,40.048,70.643,3.382648962,19.33393015,19.69449042,3,5,6,5
292,502,Male,Infected,4,4,19/12/2017,43.281,69.648,3.382648962,17.96142517,16.38338503,4,5,6,6
292,502,Male,Infected,5,4,19/12/2017,47.759,72.136,3.788190597,17.74976667,14.44000751,4,6,7,6
292,502,Male,Infected,6,4,19/12/2017,51.241,73.628,3.788190597,18.63554841,14.5937107,3,7,7,7
292,502,Male,Infected,7,4,19/12/2017,47.51,81.837,9.017097205,23.10872724,14.96036851,2,6,6,7
292,502,Male,Infected,8,4,19/12/2017,58.455,86.314,11.8252507,28.74721825,24.89389285,0,2,3,7
292,502,Male,Infected,9,4,19/12/2017,57.46,61.44,13.68295673,20.37594799,20.23464408,0,2,5,6
292,502,Male,Infected,10,4,19/12/2017,77.111,48.256,17.64482865,36.63804367,40.02607355,0,0,1,4
292,502,Male,Infected,11,4,19/12/2017,60.694,41.789,10.4745988,30.51859754,32.98870464,0,1,3,4
292,502,Male,Infected,12,4,19/12/2017,50.246,42.535,10.4745988,28.28422554,29.70529195,0,1,2,5
293,502,Male,Infected,1,4,19/12/2017,81.13,108.708,5.748382207,26.41987032,30.16062814,2,3,3,4
293,502,Male,Infected,2,4,19/12/2017,88.359,107.905,2.846056921,29.15500202,35.64724071,2,2,3,4
293,502,Male,Infected,3,4,19/12/2017,92.375,129.058,12.54684602,27.47881291,23.83618453,0,1,2,7
293,502,Male,Infected,4,4,19/12/2017,84.343,138.697,4.827444873,25.38115044,29.12774365,1,3,3,4
293,502,Male,Infected,5,4,19/12/2017,84.075,143.517,4.827444873,27.53431664,33.30669569,2,2,4,5
293,502,Male,Infected,6,4,19/12/2017,77.917,146.997,7.073285234,28.55515982,34.61907558,1,3,3,5
293,502,Male,Infected,7,4,19/12/2017,66.403,148.604,11.625603,31.31416851,32.50524419,0,1,3,5
293,502,Male,Infected,8,4,19/12/2017,59.709,131.468,13.68434891,26.43034612,25.67279488,0,1,2,6
293,502,Male,Infected,9,4,19/12/2017,70.152,113.26,11.88432531,24.73104317,24.90740235,0,1,4,5
293,502,Male,Infected,10,4,19/12/2017,52.748,109.512,15.7496805,34.02432856,35.64724071,0,0,2,5
293,502,Male,Infected,11,4,19/12/2017,47.928,124.506,13.68434891,33.6167533,37.4858,0,1,2,4
293,502,Male,Infected,12,4,19/12/2017,86.217,106.031,2.846056921,29.2701472,33.64953673,2,2,3,4
294,738,Female,Infected,1,4,19/12/2017,36.339,47.379,5.06,31.11585092,36.62998225,1,2,3,4
294,738,Female,Infected,2,4,19/12/2017,36.339,52.439,5.06,28.50694207,33.95909304,2,3,4,4
294,738,Female,Infected,3,4,19/12/2017,38.869,64.859,4.339631321,25.24105692,27.61628686,2,3,4,5
294,738,Female,Infected,4,4,19/12/2017,42.549,67.159,4.339631321,23.55775462,23.73016013,1,2,3,5
294,738,Female,Infected,5,4,19/12/2017,43.009,57.039,8.102400879,23.29349601,25.92070408,2,4,4,4
294,738,Female,Infected,6,4,19/12/2017,63.019,70.379,3.708638564,18.79172447,20.88445594,3,4,4,4
294,738,Female,Infected,7,4,19/12/2017,66.239,68.539,2.88189174,18.26213142,18.00034722,4,4,6,6
294,738,Female,Infected,8,4,19/12/2017,68.769,69.919,2.265237294,19.13262473,16.52482375,4,4,6,6
294,738,Female,Infected,9,4,19/12/2017,69.689,67.849,2.265237294,19.03585578,14.63530321,4,6,6,6
294,738,Female,Infected,10,4,19/12/2017,73.599,70.839,4.916838415,21.96715341,14.29889856,3,6,6,6
294,738,Female,Infected,11,4,19/12/2017,82.339,60.489,3.577960313,27.82139521,21.70425074,1,3,5,6
294,738,Female,Infected,12,4,19/12/2017,79.809,57.959,3.577960313,26.51462573,20.88445594,1,3,5,6
295,738,Female,Infected,1,4,19/12/2017,36.68,102.378,16.64560993,40.66940937,44.63344052,0,0,1,2
295,738,Female,Infected,2,4,19/12/2017,39.001,118.861,16.64560993,33.8889877,33.53491917,0,0,1,5
295,738,Female,Infected,3,4,19/12/2017,61.52,127.218,7.590754179,21.32043207,24.01967548,1,4,4,4
295,738,Female,Infected,4,4,19/12/2017,59.663,137.433,5.859020823,25.30943235,27.78196228,2,4,4,4
295,738,Female,Infected,5,4,19/12/2017,64.538,134.183,4.417096897,22.27036625,29.78090081,4,4,4,4
295,738,Female,Infected,6,4,19/12/2017,68.949,133.951,2.139910512,22.47892291,31.07172613,3,4,4,4
295,738,Female,Infected,7,4,19/12/2017,71.038,134.415,2.139910512,23.43173321,30.53188294,2,4,4,4
295,738,Female,Infected,8,4,19/12/2017,84.038,106.789,3.481400006,29.68459095,31.07172613,2,2,2,2
295,738,Female,Infected,9,4,19/12/2017,81.253,104.7,2.595627862,29.05243351,31.73341168,2,2,2,2
295,738,Female,Infected,10,4,19/12/2017,82.413,102.378,2.595627862,30.94645329,34.32395119,2,2,2,2
296,738,Male,Infected,1,4,19/12/2017,74.499,80.107,8.599460739,20.52068943,19.64067883,2,4,6,6
296,738,Male,Infected,2,4,19/12/2017,89.452,88.117,15.34115889,28.50142971,30.15426978,0,0,4,5
296,738,Male,Infected,3,4,19/12/2017,73.698,95.06,2.888046572,19.01037092,21.03429818,1,2,5,4
296,738,Male,Infected,4,4,19/12/2017,72.096,92.657,2.888046572,17.98097959,19.94876167,1,2,6,3
296,738,Male,Infected,5,4,19/12/2017,81.442,75.033,8.599460739,26.39959152,26.57049108,1,2,4,5
296,738,Male,Infected,6,4,19/12/2017,66.488,75.3,9.342556931,21.85618847,21.03429818,1,3,4,6
296,738,Male,Infected,7,4,19/12/2017,55.006,77.703,11.73076012,23.12846834,22.70881362,0,2,5,6
296,738,Male,Infected,8,4,19/12/2017,51.535,89.719,3.04523316,20.76226161,20.77257254,2,3,4,4
296,738,Male,Infected,9,4,19/12/2017,50.734,92.657,1.94378934,21.1876471,23.08938512,2,2,4,4
296,738,Male,Infected,10,4,19/12/2017,50.2,94.526,1.94378934,21.91700687,23.50406688,2,3,4,4
296,738,Male,Infected,11,4,19/12/2017,57.944,107.343,12.91944712,25.00559601,20.39504106,0,2,5,6
296,738,Male,Infected,12,4,19/12/2017,70.227,111.348,12.91944712,27.54248931,28.58678899,0,1,3,5
297,738,Male,Infected,1,4,19/12/2017,61.953,124.174,10.7643213,35.27175086,36.98127263,0,1,1,4
297,738,Male,Infected,2,4,19/12/2017,56.296,115.016,10.7643213,33.70732869,33.21938627,0,1,1,6
297,738,Male,Infected,3,4,19/12/2017,71.111,94.545,5.312201992,20.8601214,22.43541245,4,4,5,5
297,738,Male,Infected,4,4,19/12/2017,68.956,86.195,6.141949609,25.05497245,24.36288858,3,4,4,6
297,738,Male,Infected,5,4,19/12/2017,73.804,89.966,4.31,20.82614475,19.44072131,4,4,7,7
297,738,Male,Infected,6,4,19/12/2017,78.114,89.966,3.276636232,20.18551728,15.14402407,4,5,7,7
297,738,Male,Infected,7,4,19/12/2017,77.575,93.198,3.276636232,19.21309372,15.90113785,3,5,7,7
297,738,Male,Infected,8,4,19/12/2017,89.158,99.124,7.769408343,21.37800847,18.61884663,1,4,6,6
297,738,Male,Infected,9,4,19/12/2017,93.467,92.659,4.048945665,24.04635211,22.43541245,2,2,5,6
297,738,Male,Infected,10,4,19/12/2017,93.198,88.619,4.048945665,25.43395584,22.86816663,1,2,5,7
297,738,Male,Infected,11,4,19/12/2017,99.663,119.326,13.26419802,33.55715454,36.41934927,0,1,1,4
297,738,Male,Infected,12,4,19/12/2017,93.198,130.908,13.26419802,38.28586677,40.81816053,0,1,1,4
298,765,Female,Infected,1,4,19/12/2017,51.721,94.588,5.673920778,36.40697695,38.20824703,1,1,1,4
298,765,Female,Infected,2,4,19/12/2017,46.362,96.452,5.673920778,36.96623886,38.99643043,1,1,1,4
298,765,Female,Infected,3,4,19/12/2017,62.204,126.04,5.786955849,18.50328928,18.81977686,1,5,7,5
298,765,Female,Infected,4,4,19/12/2017,66.631,129.767,4.642492111,18.50202126,17.84021707,4,5,6,6
298,765,Female,Infected,5,4,19/12/2017,68.029,134.194,4.642492111,20.10283924,20.66133398,3,4,5,5
298,765,Female,Infected,6,4,19/12/2017,73.387,133.728,3.684053474,21.7475849,21.07160407,3,4,5,6
298,765,Female,Infected,7,4,19/12/2017,75.484,130.699,3.684053474,21.99479555,19.40566232,3,5,6,6
298,765,Female,Infected,8,4,19/12/2017,78.28,116.255,5.029778723,25.17152139,20.66133398,1,2,5,6
298,765,Female,Infected,9,4,19/12/2017,77.115,111.362,5.029778723,26.770026,24.57347391,1,1,2,6
298,765,Female,Infected,10,4,19/12/2017,52.42,131.631,8.746039161,21.90333942,21.07160407,1,4,5,6
298,765,Female,Infected,11,4,19/12/2017,46.595,138.155,3.244381143,26.99619887,27.15528665,2,2,3,5
298,765,Female,Infected,12,4,19/12/2017,45.43,141.183,3.244381143,29.33495022,28.93390527,1,2,2,6
299,765,Male,Infected,1,4,19/12/2017,85.358,129.745,19.65771027,36.2130142,34.54486811,0,0,1,6
299,765,Male,Infected,2,4,19/12/2017,92.975,147.867,8.146472243,27.12906427,26.2137335,1,2,5,6
299,765,Male,Infected,3,4,19/12/2017,90.086,155.484,4.000513092,22.9058607,26.1696409,4,4,5,5
299,765,Male,Infected,4,4,19/12/2017,91.662,159.161,4.000513092,23.53558761,30.08390719,3,4,5,5
299,765,Male,Infected,5,4,19/12/2017,89.561,163.626,4.728,23.15229355,30.48162405,3,4,5,5
299,765,Male,Infected,6,4,19/12/2017,84.833,163.626,4.728,21.38909713,26.04400301,4,4,5,5
299,765,Male,Infected,7,4,19/12/2017,82.207,171.767,8.554049158,24.83867772,26.78062841,1,2,4,4
299,765,Male,Infected,8,4,19/12/2017,55.68,168.09,7.883221676,27.38397606,29.49279073,1,3,4,5
299,765,Male,Infected,9,4,19/12/2017,51.74,161.262,4.473091325,27.39003374,33.17732878,3,4,4,4
299,765,Male,Infected,10,4,19/12/2017,54.629,157.847,2.993662139,25.08023253,30.89194853,3,4,4,4
299,765,Male,Infected,11,4,19/12/2017,52.791,155.484,2.993662139,26.62969432,33.62197414,3,4,4,4
299,765,Male,Infected,12,4,19/12/2017,60.67,153.908,7.211754433,23.15049362,27.9783175,2,3,4,4
300,818,Female,Infected,1,4,19/12/2017,45.172,60.53,6.328001343,21.23257204,22.64127008,1,3,4,4
300,818,Female,Infected,2,4,19/12/2017,45.397,54.206,5.200130768,17.25260352,18.65370129,3,4,6,4
300,818,Female,Infected,3,4,19/12/2017,49.689,51.27,4.438261371,13.8505404,13.9018588,3,6,8,5
300,818,Female,Infected,4,4,19/12/2017,48.559,46.978,4.438261371,13.97520916,14.71432804,3,5,8,5
300,818,Female,Infected,5,4,19/12/2017,55.335,47.882,6.584516687,11.88349827,12.31085635,4,7,10,5
300,818,Female,Infected,6,4,19/12/2017,63.692,50.14,5.095867051,13.95745982,14.2732729,2,6,9,4
300,818,Female,Infected,7,4,19/12/2017,68.661,51.27,5.095867051,17.19959734,16.80143371,1,2,7,6
300,818,Female,Infected,8,4,19/12/2017,56.464,39.299,6.428594325,13.38617571,12.59624462,3,7,9,6
300,818,Female,Infected,9,4,19/12/2017,62.563,37.267,2.756469662,14.52053974,14.09778996,3,5,8,5
300,818,Female,Infected,10,4,19/12/2017,64.821,35.686,2.756469662,16.09649722,15.75045489,3,4,7,6
300,818,Female,Infected,11,4,19/12/2017,67.757,34.782,3.072020833,18.25184626,17.28295483,2,3,6,6
301,818,Male,Infected,1,4,19/12/2017,25.315,115.837,15.35213291,31.50551638,32.27702522,0,0,1,5
301,818,Male,Infected,2,4,19/12/2017,40.274,119.289,5.842217131,23.8578543,23.02677756,1,1,2,6
301,818,Male,Infected,3,4,19/12/2017,45.644,116.988,5.842217131,26.307428,26.04826278,1,1,1,6
301,818,Male,Infected,4,4,19/12/2017,47.946,138.851,4.618989608,14.93298389,12.77363073,4,6,8,6
301,818,Male,Infected,5,4,19/12/2017,43.343,139.235,2.995550868,12.93415586,9.589,6,6,8,6
301,818,Male,Infected,6,4,19/12/2017,41.425,141.536,2.06567495,12.28902056,7.536157376,6,8,8,6
301,818,Male,Infected,7,4,19/12/2017,39.507,142.303,2.06567495,12.54621945,9.117731352,6,8,8,7
301,818,Male,Infected,8,4,19/12/2017,38.357,147.29,4.489564121,13.96428583,9.473289872,7,8,8,8
301,818,Male,Infected,9,4,19/12/2017,42.576,145.755,3.163392167,12.89852095,8.746548805,7,8,8,8
301,818,Male,Infected,10,4,19/12/2017,43.343,148.824,3.163392167,14.41818785,9.473289872,7,8,8,8
301,818,Male,Infected,11,4,19/12/2017,44.494,154.577,5.867010312,18.92407015,13.39725502,4,6,8,8
301,818,Male,Infected,12,4,19/12/2017,35.288,153.81,7.206189076,19.2180016,13.72274918,3,6,8,7
302,59,Female,Infected,1,5,21/12/2017,62.489,160.93,2.603422363,31.34905259,37.04611353,2,4,4,4
302,59,Female,Infected,2,5,21/12/2017,69.765,162.642,7.388425543,30.2290387,33.15550006,4,4,4,5
302,59,Female,Infected,3,5,21/12/2017,77.041,161.358,7.388425543,29.60953834,27.97758446,2,3,4,6
302,59,Female,Infected,4,5,21/12/2017,62.061,158.362,2.603422363,30.23972411,35.78090239,2,3,4,4
302,59,Female,Infected,5,5,21/12/2017,72.761,153.654,8.813059401,25.55078949,24.53078556,2,4,4,6
302,59,Female,Infected,6,5,21/12/2017,92.021,145.522,8.655764322,28.78114695,28.07888773,1,1,1,6
302,59,Female,Infected,7,5,21/12/2017,90.737,136.962,8.655764322,27.19381701,27.97758446,1,1,3,5
302,59,Female,Infected,8,5,21/12/2017,81.749,119.842,4.727414515,27.66988758,27.65820645,2,2,4,6
302,59,Female,Infected,9,5,21/12/2017,86.457,119.414,4.727414515,29.33189912,26.69430201,2,2,3,6
302,59,Female,Infected,10,5,21/12/2017,81.749,114.278,5.564,31.05790758,32.88923106,2,2,3,5
302,59,Female,Infected,11,5,21/12/2017,66.341,114.706,4.785185472,32.35280198,39.47357476,1,1,3,4
302,59,Female,Infected,12,5,21/12/2017,61.633,113.85,4.785185472,34.97576458,41.33026494,1,1,1,4
303,59,Female,Infected,1,5,21/12/2017,161.667,224.466,3.42038185,29.54359312,32.10560738,2,3,3,4
303,59,Female,Infected,2,5,21/12/2017,165.061,224.042,3.42038185,27.01660101,31.41147563,2,3,3,4
303,59,Female,Infected,3,5,21/12/2017,166.334,217.677,6.491051841,25.48738998,28.85724744,2,3,4,5
303,59,Female,Infected,4,5,21/12/2017,176.093,226.163,11.23404046,23.53346093,22.2641206,0,3,5,6
303,59,Female,Infected,5,5,21/12/2017,185.004,212.585,15.56105797,20.91794389,20.86113786,0,0,5,6
303,59,Female,Infected,6,5,21/12/2017,193.491,227.436,4.966295702,24.23622981,28.63187273,2,2,4,5
303,59,Female,Infected,7,5,21/12/2017,198.158,229.134,4.966295702,26.82498289,33.41378207,2,2,3,5
303,59,Female,Infected,8,5,21/12/2017,201.128,224.042,5.894859116,26.4312684,29.75143724,2,3,4,5
303,59,Female,Infected,9,5,21/12/2017,205.796,210.888,13.95771973,29.23971036,22.4050389,0,1,3,6
303,59,Female,Infected,10,5,21/12/2017,199.431,194.339,11.83594905,32.57130625,33.62580867,0,1,2,4
303,59,Female,Infected,11,5,21/12/2017,187.974,197.31,11.83594905,27.28414915,29.79307873,0,1,2,4
303,59,Female,Infected,12,5,21/12/2017,165.91,192.642,22.55239056,35.58716238,33.56392781,0,0,0,7
304,59,Female,Infected,1,5,21/12/2017,132.251,212.225,3.680100678,27.513666,40.48242776,3,5,5,5
304,59,Female,Infected,2,5,21/12/2017,134.201,209.104,3.489160501,26.1507623,38.74751445,3,5,5,5
304,59,Female,Infected,3,5,21/12/2017,131.08,207.544,3.489160501,24.02186695,35.80840858,5,5,5,5
304,59,Female,Infected,4,5,21/12/2017,126.399,202.472,6.90195226,21.60131882,29.13648778,3,5,5,5
304,59,Female,Infected,5,5,21/12/2017,134.201,202.472,4.291,23.72464286,33.32704637,5,5,5,5
304,59,Female,Infected,6,5,21/12/2017,134.201,198.181,4.291,23.6036058,30.07970055,3,5,5,5
304,59,Female,Infected,7,5,21/12/2017,113.525,176.334,3.596598532,24.0694982,29.13648778,2,4,5,5
304,59,Female,Infected,8,5,21/12/2017,110.014,177.114,3.596598532,23.58195714,30.19099848,3,5,5,5
304,59,Female,Infected,9,5,21/12/2017,103.772,176.724,5.544348654,25.47267326,34.27740703,4,5,5,5
304,59,Female,Infected,10,5,21/12/2017,104.552,182.576,5.585277254,23.03247283,29.5489801,4,5,5,5
304,59,Female,Infected,11,5,21/12/2017,99.481,180.235,4.888920638,26.32032763,34.91508117,3,5,5,5
304,59,Female,Infected,12,5,21/12/2017,97.14,184.527,4.888920638,27.37862463,34.32363772,2,4,5,5
305,59,Female,Control,1,5,21/12/2017,87.391,104.942,28.22866254,37.92905786,38.29790424,0,0,0,4
305,59,Female,Control,2,5,21/12/2017,114.449,112.987,7.635024885,30.86174246,27.46299592,1,1,3,7
305,59,Female,Control,3,5,21/12/2017,116.643,120.3,7.635024885,27.37198463,20.12428091,1,3,5,6
305,59,Female,Control,4,5,21/12/2017,115.546,130.904,2.948057666,23.455162,17.95055147,4,5,6,6
305,59,Female,Control,5,5,21/12/2017,118.106,132.366,2.948057666,24.71322391,19.72103674,4,5,6,6
305,59,Female,Control,6,5,21/12/2017,115.546,136.388,3.67427435,23.87428935,23.42669866,4,4,5,6
305,59,Female,Control,7,5,21/12/2017,115.912,140.411,4.039614462,25.83357372,27.46299592,4,4,4,5
305,59,Female,Control,8,5,21/12/2017,111.89,136.754,3.67427435,23.0027581,23.90436717,4,4,5,5
305,59,Female,Control,9,5,21/12/2017,80.444,142.239,5.533628918,29.8300947,35.586298,2,3,3,3
305,59,Female,Control,10,5,21/12/2017,74.959,141.507,2.855606766,32.18650626,40.90854104,3,3,3,3
305,59,Female,Control,11,5,21/12/2017,73.13,139.314,2.855606766,32.81227338,42.51680294,3,3,3,3
305,59,Female,Control,12,5,21/12/2017,71.668,136.023,3.601128295,33.74021303,43.8795181,2,3,3,3
306,59,Female,Control,1,5,21/12/2017,32.318,97.998,7.51840648,32.88908411,35.87984249,1,2,2,5
306,59,Female,Control,2,5,21/12/2017,38.574,102.168,6.491969578,27.46158168,28.52114656,2,2,2,4
306,59,Female,Control,3,5,21/12/2017,44.829,100.43,6.491969578,28.10464989,30.66194987,1,2,3,5
306,59,Female,Control,4,5,21/12/2017,54.212,119.891,3.742689541,19.41034766,21.13848755,2,2,5,5
