Replicate,Line,Sex,Infection,Individual,Block,Day,X,Y,closest_fly,mean_distance,median_distance,FliesWithin10mm,FliesWithin15mm,FliesWithin20mm,Mean_close_flies
81,59,Male,Control,1,2,28/11/2017,22.63,72.583,24.70546085,38.84981197,41.4857003,0,0,0,4
81,59,Male,Control,2,2,28/11/2017,45.93,80.797,3.766742094,30.80232838,29.83663729,1,1,3,6
81,59,Male,Control,3,2,28/11/2017,49.115,78.786,3.766742094,28.83144724,27.2016991,1,1,3,6
81,59,Male,Control,4,2,28/11/2017,61.855,70.572,9.272800925,25.83983601,20.95831386,1,3,5,6
81,59,Male,Control,5,2,28/11/2017,55.821,63.531,8.788404178,21.22405457,19.8984079,2,4,6,6
81,59,Male,Control,6,2,28/11/2017,65.375,58.167,4.887229481,23.6542173,25.58582336,1,4,4,5
81,59,Male,Control,7,2,28/11/2017,60.849,56.323,4.887229481,21.23464902,21.6058745,3,4,5,5
81,59,Male,Control,8,2,28/11/2017,59.173,49.786,6.748432781,21.7621429,20.95831386,1,4,5,7
81,59,Male,Control,9,2,28/11/2017,56.826,39.728,6.788616133,25.56544304,23.82420689,1,3,4,6
81,59,Male,Control,10,2,28/11/2017,50.456,37.381,6.788616133,26.31173393,25.58582336,2,2,3,6
81,59,Male,Control,11,2,28/11/2017,42.578,36.208,7.964848586,28.59810668,30.36319117,1,3,3,5
81,59,Male,Control,12,2,28/11/2017,30.006,35.034,12.62669632,35.77267275,38.26660133,0,1,1,4
82,59,Male,Control,1,2,28/11/2017,22.344,36.288,7.137528984,30.88348499,30.65489822,1,1,1,6
82,59,Male,Control,2,2,28/11/2017,28.728,33.096,7.137528984,27.37721694,24.78311169,1,2,4,6
82,59,Male,Control,3,2,28/11/2017,42.168,32.592,3.68452765,21.71812977,20.16559922,3,5,5,6
82,59,Male,Control,4,2,28/11/2017,44.856,35.112,2.105033966,19.8732966,20.55310901,4,4,5,5
82,59,Male,Control,5,2,28/11/2017,45.864,36.96,2.105033966,19.10996962,18.54696962,4,4,6,6
82,59,Male,Control,6,2,28/11/2017,48.385,38.304,2.856882392,19.07456454,19.48972409,4,4,6,5
82,59,Male,Control,7,2,28/11/2017,52.921,38.472,4.539110045,20.73303886,19.88538803,3,5,6,6
82,59,Male,Control,8,2,28/11/2017,59.473,49.561,9.556822903,23.70335916,20.55310901,1,3,5,6
82,59,Male,Control,9,2,28/11/2017,61.153,58.969,9.556822903,27.47970262,26.79831342,1,2,3,6
82,59,Male,Control,10,2,28/11/2017,48.217,57.793,12.98934456,22.7031452,20.96545964,0,2,5,6
82,59,Male,Control,11,2,28/11/2017,52.753,74.425,17.23945243,34.43381741,36.38414579,0,0,2,4
82,59,Male,Control,12,2,28/11/2017,25.2,78.961,27.92388055,43.124298,46.00048923,0,0,0,4
83,75,Female,Infected,1,2,28/11/2017,16.398,57.225,14.07516156,31.39152507,33.60207446,0,1,2,5
83,75,Female,Infected,2,2,28/11/2017,33.298,54.883,14.31727799,20.91621305,20.48152448,0,1,5,6
83,75,Female,Infected,3,2,28/11/2017,23.091,44.843,12.14089194,28.3863769,31.625896,0,3,3,5
83,75,Female,Infected,4,2,28/11/2017,33.632,38.819,12.14089194,26.57758276,27.27876055,0,2,4,5
83,75,Female,Infected,5,2,28/11/2017,47.186,38.819,10.53591363,25.85928067,24.01856542,0,2,3,7
83,75,Female,Infected,6,2,28/11/2017,49.026,49.193,9.1436245,20.75554174,18.5632732,1,3,6,6
83,75,Female,Infected,7,2,28/11/2017,54.213,56.723,5.98684842,21.10811802,20.99578112,3,3,5,7
83,75,Female,Infected,8,2,28/11/2017,59.568,59.4,4.615382649,24.16183755,24.01856542,2,3,3,6
83,75,Female,Infected,9,2,28/11/2017,62.747,56.054,4.615382649,26.39801634,25.92413248,2,2,3,6
83,75,Female,Infected,10,2,28/11/2017,48.859,77.137,7.763871843,27.84084258,27.15483819,1,1,2,6
83,75,Female,Infected,11,2,28/11/2017,42.668,72.452,7.763871843,23.90463468,24.11234632,1,2,4,5
83,75,Female,Infected,12,2,28/11/2017,31.624,75.296,11.40430936,28.18373029,31.37190165,0,1,2,4
84,75,Female,Infected,1,2,28/11/2017,41.73,41.73,15.6911744,31.66034682,33.98475146,0,0,2,4
84,75,Female,Infected,2,2,28/11/2017,29.646,51.927,15.81144728,32.5082396,31.43170457,0,0,1,6
84,75,Female,Infected,3,2,28/11/2017,31.534,74.586,8.793961849,29.61375598,34.27046288,1,2,3,4
84,75,Female,Infected,4,2,28/11/2017,33.8,83.083,8.588857083,32.02940903,37.30558502,2,2,3,5
84,75,Female,Infected,5,2,28/11/2017,40.975,78.362,8.588857083,26.19780191,28.84129574,1,3,3,4
84,75,Female,Infected,6,2,28/11/2017,50.416,74.586,10.16811964,22.97369418,19.84946007,0,1,6,6
84,75,Female,Infected,7,2,28/11/2017,65.333,80.251,15.95647561,29.21548025,24.43113761,0,0,3,6
84,75,Female,Infected,8,2,28/11/2017,64.578,61.746,4.488355824,22.38811678,21.97532858,3,3,5,6
84,75,Female,Infected,9,2,28/11/2017,61.557,58.158,4.690435481,22.03240571,22.41336264,2,3,5,5
84,75,Female,Infected,10,2,28/11/2017,57.403,40.975,15.6911744,30.63649968,29.83952669,0,0,2,6
84,75,Female,Infected,11,2,28/11/2017,68.921,60.613,4.488355824,24.62492019,23.18792259,3,3,4,6
84,75,Female,Infected,12,2,28/11/2017,72.887,58.158,4.664352152,27.89949888,27.83567899,2,3,3,6
85,75,Female,Control,1,2,28/11/2017,32.839,58.961,7.112081271,33.26705544,41.62491883,2,2,3,4
85,75,Female,Control,2,2,28/11/2017,40.302,52.431,9.916514962,31.31606304,35.02117795,1,1,2,3
85,75,Female,Control,3,2,28/11/2017,73.888,47.393,3.70262461,30.5117093,35.60301319,2,2,2,4
85,75,Female,Control,4,2,28/11/2017,76.313,50.191,3.106472115,29.7604139,35.65294638,2,2,3,4
85,75,Female,Control,5,2,28/11/2017,77.993,52.804,3.106472115,29.61490807,35.53132183,2,2,3,4
85,75,Female,Control,6,2,28/11/2017,78.552,68.29,7.670420719,28.6566629,27.48783394,1,1,3,5
85,75,Female,Control,7,2,28/11/2017,76.127,75.567,7.670420719,29.23964913,28.35187351,1,2,2,6
85,75,Female,Control,8,2,28/11/2017,65.118,83.59,13.62228358,29.6350634,34.29754523,0,1,2,4
85,75,Female,Control,9,2,28/11/2017,49.072,84.337,10.82401201,30.71629386,31.60664913,0,1,2,5
85,75,Female,Control,10,2,28/11/2017,42.728,75.567,10.82401201,28.65550208,28.59152074,0,2,3,5
85,75,Female,Control,11,2,28/11/2017,33.399,66.051,7.112081271,32.18717992,40.00999687,1,2,3,4
86,75,Female,Control,1,2,28/11/2017,59.057,35.89,7.06698493,36.23646636,40.11719195,1,1,1,3
86,75,Female,Control,2,2,28/11/2017,52.031,35.13,7.06698493,33.74960083,38.61128544,1,1,3,3
86,75,Female,Control,3,2,28/11/2017,35.13,39.688,6.793174516,30.158096,30.51060547,1,1,2,5
86,75,Female,Control,4,2,28/11/2017,38.168,45.764,6.793174516,26.06924167,26.68254411,1,1,2,5
86,75,Female,Control,5,2,28/11/2017,23.926,60.196,7.953194201,27.74764089,26.94453667,1,1,2,5
86,75,Female,Control,6,2,28/11/2017,30.573,64.563,7.953194201,23.94106717,23.94698089,1,2,3,5
86,75,Female,Control,7,2,28/11/2017,31.142,75.197,8.677516926,26.39235973,26.71698139,1,3,4,5
86,75,Female,Control,8,2,28/11/2017,39.118,78.615,6.162719205,25.87389256,23.62059957,2,2,4,6
86,75,Female,Control,9,2,28/11/2017,42.536,83.743,6.162719205,29.23423238,26.30910662,1,3,3,5
86,75,Female,Control,10,2,28/11/2017,54.309,74.628,8.032258524,27.27389428,29.4261902,1,2,3,5
86,75,Female,Control,11,2,28/11/2017,62.285,75.577,8.032258524,32.37072233,35.95829474,1,1,1,4
87,75,Male,Infected,1,2,28/11/2017,34.262,71.672,20.45957541,36.84561038,42.74875134,0,0,0,5
87,75,Male,Infected,2,2,28/11/2017,52.411,81.117,5.302971714,25.93124135,24.60068286,2,2,3,6
87,75,Male,Infected,3,2,28/11/2017,57.226,83.339,5.302971714,25.36704311,25.75779853,2,3,3,5
87,75,Male,Infected,4,2,28/11/2017,57.226,77.784,5.555,22.53325886,23.76345598,2,3,5,5
87,75,Male,Infected,5,2,28/11/2017,68.524,79.635,8.550343151,23.06732988,23.02717015,1,3,4,6
87,75,Male,Infected,6,2,28/11/2017,76.672,77.043,8.550343151,24.69351601,24.08736964,1,1,3,7
87,75,Male,Infected,7,2,28/11/2017,77.228,61.116,7.911747468,21.82903153,20.46247729,2,3,5,6
87,75,Male,Infected,8,2,28/11/2017,80.006,53.708,3.538659775,24.65482471,23.57197024,3,3,3,6
87,75,Male,Infected,9,2,28/11/2017,77.598,51.115,2.491076073,24.62318897,25.94453044,2,3,4,5
87,75,Male,Infected,10,2,28/11/2017,75.932,52.967,2.491076073,23.05982151,24.08736964,3,3,5,5
87,75,Male,Infected,11,2,28/11/2017,58.523,58.893,18.38996349,22.06051706,22.09985326,0,0,3,5
87,75,Male,Infected,12,2,28/11/2017,62.227,39.077,19.51305012,32.74878778,39.02873108,0,0,2,5
88,75,Male,Infected,1,2,28/11/2017,27.105,73.107,9.816338421,32.09987859,37.82364089,1,3,4,5
88,75,Male,Infected,2,2,28/11/2017,38.558,73.68,8.622912327,25.16552192,27.90381486,1,3,4,5
88,75,Male,Infected,3,2,28/11/2017,37.794,82.269,8.622912327,29.57359198,33.4324914,1,2,3,4
88,75,Male,Infected,4,2,28/11/2017,31.495,64.327,9.677391849,28.16216237,31.07331991,2,3,4,5
88,75,Male,Infected,5,2,28/11/2017,35.122,55.355,9.677391849,28.56232797,27.10891774,1,1,4,6
88,75,Male,Infected,6,2,28/11/2017,53.446,55.546,9.116743717,22.59255899,23.64217338,1,2,4,4
88,75,Male,Infected,7,2,28/11/2017,62.036,58.6,5.293454921,21.81488624,25.43899436,2,3,5,5
88,75,Male,Infected,8,2,28/11/2017,64.327,53.828,5.293454921,24.35428098,28.97373661,2,3,4,5
88,75,Male,Infected,9,2,28/11/2017,72.153,58.028,8.108876926,26.34635884,23.32529239,2,3,5,6
88,75,Male,Infected,10,2,28/11/2017,75.779,65.281,8.108876926,27.76048477,24.36253505,1,2,5,6
88,75,Male,Infected,11,2,28/11/2017,70.053,73.489,8.547068035,25.71469737,24.44879748,1,2,4,6
88,75,Male,Infected,12,2,28/11/2017,73.489,81.315,8.547068035,31.39274903,32.64602901,1,1,2,5
89,75,Male,Control,1,2,28/11/2017,35.45,67.487,11.78530356,24.54878585,22.69203812,0,4,5,6
89,75,Male,Control,2,2,28/11/2017,44.359,58.198,5.133011007,21.1210245,19.95487833,1,3,6,7
89,75,Male,Control,3,2,28/11/2017,49.478,58.577,5.133011007,19.89716213,16.61845011,1,3,6,6
89,75,Male,Control,4,2,28/11/2017,52.89,46.824,6.301753724,25.13748541,27.86629105,2,4,4,4
89,75,Male,Control,5,2,28/11/2017,59.904,45.686,2.041905972,26.7808586,31.45388327,2,2,4,5
89,75,Male,Control,6,2,28/11/2017,59.146,47.582,2.041905972,25.29117964,29.42056289,2,3,4,4
89,75,Male,Control,7,2,28/11/2017,81.136,61.421,25.98226358,35.26045824,31.79479399,0,0,0,6
89,75,Male,Control,8,2,28/11/2017,72.605,88.908,20.1989372,36.93993607,38.14220353,0,0,0,5
89,75,Male,Control,9,2,28/11/2017,54.975,79.05,10.69811993,23.50986757,22.69203812,0,2,3,7
89,75,Male,Control,10,2,28/11/2017,45.686,73.743,6.723356602,20.76516179,15.63287625,1,4,6,6
89,75,Male,Control,11,2,28/11/2017,40.568,78.103,3.998620887,23.94908292,21.46282311,2,4,4,6
89,75,Male,Control,12,2,28/11/2017,38.483,81.515,3.998620887,26.92776866,25.43701769,1,3,4,6
90,75,Male,Control,1,2,28/11/2017,15.573,68.11,3.539968926,26.49869007,27.10678122,1,1,2,5
90,75,Male,Control,2,2,28/11/2017,12.571,66.234,3.539968926,27.40760287,26.71719881,1,1,3,6
90,75,Male,Control,3,2,28/11/2017,19.138,50.098,2.447155287,20.92054449,18.36140978,3,4,6,6
90,75,Male,Control,4,2,28/11/2017,18.951,47.658,2.447155287,21.57382334,20.72909038,3,4,5,6
90,75,Male,Control,5,2,28/11/2017,28.145,45.97,2.966153233,19.12789257,15.11001602,4,5,6,6
90,75,Male,Control,6,2,28/11/2017,29.833,48.409,2.966153233,18.43766664,13.52656412,2,6,6,6
90,75,Male,Control,7,2,28/11/2017,25.705,42.968,3.868540293,21.08384505,18.73761105,4,4,6,6
90,75,Male,Control,8,2,28/11/2017,42.217,42.968,10.15972067,24.3218626,23.73400211,0,4,5,7
90,75,Male,Control,9,2,28/11/2017,41.467,53.1,10.15972067,21.2750572,22.52989669,0,3,5,5
90,75,Male,Control,10,2,28/11/2017,53.663,49.535,12.70636223,29.79251356,29.44849675,0,2,2,6
90,75,Male,Control,11,2,28/11/2017,43.343,77.116,9.22453988,30.73637389,32.63945324,1,1,1,4
90,75,Male,Control,12,2,28/11/2017,44.093,86.31,9.22453988,37.83335951,40.49485648,1,1,1,4
91,373,Female,Infected,1,2,28/11/2017,50.225,72.608,15.26108358,24.29785316,26.10435782,0,0,4,5
91,373,Female,Infected,2,2,28/11/2017,65.329,74.792,6.561160339,21.89087101,18.36175136,2,4,6,7
91,373,Female,Infected,3,2,28/11/2017,67.513,68.605,3.869373076,18.1013231,14.44954366,4,6,8,7
91,373,Female,Infected,4,2,28/11/2017,64.965,65.693,3.281051661,16.60091265,12.14311789,4,6,8,8
91,373,Female,Infected,5,2,28/11/2017,67.695,63.873,3.281051661,16.41951337,11.17239979,5,7,8,7
91,373,Female,Infected,6,2,28/11/2017,70.789,61.872,3.684675969,17.35546653,12.10031177,5,7,8,7
91,373,Female,Infected,7,2,28/11/2017,71.516,57.504,4.148835258,18.0699666,11.80068684,4,6,8,7
91,373,Female,Infected,8,2,28/11/2017,68.969,54.229,4.148835258,18.0490224,12.14311789,4,7,7,7
91,373,Female,Infected,9,2,28/11/2017,68.241,50.043,4.248832781,20.04622083,15.98920498,3,5,7,7
91,373,Female,Infected,10,2,28/11/2017,66.057,43.128,7.251695043,24.78946694,22.59140742,1,2,4,6
91,373,Female,Infected,11,2,28/11/2017,28.206,53.137,7.601309492,37.18752152,40.77762417,1,1,1,2
91,373,Female,Infected,12,2,28/11/2017,22.565,58.232,7.601309492,41.42116401,46.04003562,1,1,1,2
92,373,Female,Control,1,2,28/11/2017,73.136,58.11,6.727202242,31.12715024,34.49431589,1,2,3,4
92,373,Female,Control,2,2,28/11/2017,75.851,64.265,6.727202242,27.77280679,30.08805825,2,3,3,4
92,373,Female,Control,3,2,28/11/2017,69.877,69.696,7.701844454,22.38681337,22.53455946,2,3,4,5
92,373,Female,Control,4,2,28/11/2017,73.679,76.394,7.701844454,21.77047275,19.37144375,1,3,6,6
92,373,Female,Control,5,2,28/11/2017,68.791,85.446,9.344730815,19.03210596,15.78739675,1,5,8,7
92,373,Female,Control,6,2,28/11/2017,60.826,90.333,3.338234414,17.23356161,10.2042792,5,6,7,6
92,373,Female,Control,7,2,28/11/2017,58.291,88.161,3.338234414,16.62947297,10.84533195,5,6,7,6
92,373,Female,Control,8,2,28/11/2017,55.214,90.876,2.996989323,17.51993421,14.62257942,5,6,6,6
92,373,Female,Control,9,2,28/11/2017,56.481,93.592,2.996989323,18.41840752,14.76121323,5,6,6,6
92,373,Female,Control,10,2,28/11/2017,51.593,94.678,0.97471483,20.56921744,19.51924763,4,5,6,6
92,373,Female,Control,11,2,28/11/2017,51.955,93.773,0.97471483,19.86971984,18.78270015,5,5,6,6
92,373,Female,Control,12,2,28/11/2017,25.706,71.144,34.65662479,41.60608315,40.02039631,0,0,0,6
93,373,Female,Control,1,2,28/11/2017,49.662,53.496,8.174936942,30.22288048,31.10295042,1,1,1,5
93,373,Female,Control,2,2,28/11/2017,57.147,50.209,8.174936942,34.21622933,35.6137847,1,1,1,5
93,373,Female,Control,3,2,28/11/2017,61.347,70.841,3.638018279,23.33271637,21.05515196,1,2,4,7
93,373,Female,Control,4,2,28/11/2017,60.251,74.31,3.638018279,21.74507398,21.46985258,1,3,5,6
93,373,Female,Control,5,2,28/11/2017,53.678,82.891,3.410478705,18.12214448,14.28341909,3,6,6,6
93,373,Female,Control,6,2,28/11/2017,50.392,81.978,3.410478705,16.83846083,15.62193311,4,5,6,6
93,373,Female,Control,7,2,28/11/2017,47.653,84.534,3.188342046,16.79356759,19.36553343,4,4,7,5
93,373,Female,Control,8,2,28/11/2017,46.375,87.455,2.449836117,17.75078627,18.83785181,4,4,7,4
93,373,Female,Control,9,2,28/11/2017,44.184,88.551,2.449836117,18.49948761,16.75883964,3,4,6,6
93,373,Female,Control,10,2,28/11/2017,28.482,88.916,2.71416746,24.87985452,22.98225281,2,2,5,6
93,373,Female,Control,11,2,28/11/2017,27.569,86.36,2.71416746,24.63136166,23.23986345,2,2,4,6
93,373,Female,Control,12,2,28/11/2017,23.553,84.169,4.574793657,27.53392468,26.92828257,2,2,2,6
94,373,Male,Infected,1,2,28/11/2017,51.014,47.193,33.98685964,41.60367029,42.37070583,0,0,0,4
94,373,Male,Infected,2,2,28/11/2017,77.572,68.401,2.483,27.37411774,30.05646014,2,3,3,5
94,373,Male,Infected,3,2,28/11/2017,77.572,70.884,2.483,26.12747288,28.41141376,2,3,3,5
94,373,Male,Infected,4,2,28/11/2017,76.234,76.425,4.399148327,23.9534209,23.97742394,3,3,5,5
94,373,Male,Infected,5,2,28/11/2017,76.043,80.82,4.399148327,23.87778101,21.63703754,1,4,5,5
94,373,Male,Infected,6,2,28/11/2017,66.681,89.035,3.938778618,22.05347012,20.01882635,1,2,5,6
94,373,Male,Infected,7,2,28/11/2017,62.86,89.991,3.938778618,21.76199678,21.58233721,1,3,5,5
94,373,Male,Infected,8,2,28/11/2017,49.868,88.271,6.072246125,23.00732131,22.18687505,1,3,5,5
94,373,Male,Infected,9,2,28/11/2017,48.53,94.194,6.072246125,25.59505648,24.73062418,1,3,5,5
94,373,Male,Infected,10,2,28/11/2017,37.257,90.946,6.632364586,30.51287834,34.78600997,1,3,3,5
94,373,Male,Infected,11,2,28/11/2017,32.863,85.978,6.632364586,33.16499473,38.38901054,1,1,3,4
95,373,Male,Infected,1,2,28/11/2017,26.105,72.249,10.28607685,32.13250591,32.67391926,0,1,1,5
95,373,Male,Infected,2,2,28/11/2017,35.114,77.213,10.28607685,25.35992353,24.7911391,0,2,5,6
95,373,Male,Infected,3,2,28/11/2017,42.283,85.854,4.507674567,24.30911224,22.38449195,1,3,4,6
95,373,Male,Infected,4,2,28/11/2017,46.696,86.773,4.507674567,23.41802438,25.19793359,2,3,4,5
95,373,Male,Infected,5,2,28/11/2017,53.681,84.567,5.708773686,21.78997955,20.55929807,2,3,5,6
95,373,Male,Infected,6,2,28/11/2017,59.197,83.096,5.708773686,22.27969903,21.14292241,1,3,4,6
95,373,Male,Infected,7,2,28/11/2017,49.085,64.528,13.08905119,20.53213594,21.14973515,0,2,3,3
95,373,Male,Infected,8,2,28/11/2017,51.475,51.659,7.732620254,26.56647006,30.34286138,1,2,2,4
95,373,Male,Infected,9,2,28/11/2017,58.829,54.049,7.732620254,25.00470527,29.04933102,1,3,4,5
95,373,Male,Infected,10,2,28/11/2017,71.514,52.946,12.73286433,30.88067141,32.56886533,0,2,2,5
95,373,Male,Infected,11,2,28/11/2017,71.514,66.183,7.653092251,25.77685735,24.74890093,1,2,3,7
95,373,Male,Infected,12,2,28/11/2017,68.389,73.169,7.653092251,23.68974335,21.37680986,1,2,3,6
96,373,Male,Control,1,2,28/11/2017,32.618,84.904,3.507557127,24.94342519,19.93475438,2,2,6,7
96,373,Male,Control,2,2,28/11/2017,35.404,87.035,3.109783915,24.72408541,19.77957606,2,3,6,7
96,373,Male,Control,3,2,28/11/2017,36.388,84.085,3.109783915,22.49522312,16.81978017,2,3,7,7
96,373,Male,Control,4,2,28/11/2017,49.5,82.118,5.912550042,20.40029053,14.92896865,2,6,7,7
96,373,Male,Control,5,2,28/11/2017,47.697,72.283,1.772544499,16.51938105,19.20258714,4,4,8,5
96,373,Male,Control,6,2,28/11/2017,46.714,70.808,1.772544499,16.42231315,19.47641692,3,4,8,4
96,373,Male,Control,7,2,28/11/2017,42.78,70.152,3.988319446,17.12256007,17.91333995,2,4,7,5
96,373,Male,Control,8,2,28/11/2017,53.598,77.856,5.912550042,19.79902692,20.37831389,3,4,5,5
96,373,Male,Control,9,2,28/11/2017,60.154,56.712,13.44492834,24.49789868,21.96564308,0,2,5,7
96,373,Male,Control,10,2,28/11/2017,50.647,47.205,2.205651151,25.68736643,25.25091254,2,3,3,6
96,373,Male,Control,11,2,28/11/2017,52.123,45.566,2.205651151,27.00253551,27.08112932,2,3,3,5
96,373,Male,Control,12,2,28/11/2017,50.484,43.436,2.687605068,28.62417067,28.98131774,2,2,3,5
97,373,Male,Control,1,2,28/11/2017,26.619,67.936,4.236642067,38.47614289,43.1787963,1,1,2,3
97,373,Male,Control,2,2,28/11/2017,30.375,65.976,4.236642067,35.07510325,39.40572458,1,1,2,3
97,373,Male,Control,3,2,28/11/2017,40.5,80.511,17.71388862,38.26941323,42.95476603,0,0,2,4
97,373,Male,Control,4,2,28/11/2017,62.71,57.158,5.991516669,21.11314767,20.95562254,2,5,5,6
97,373,Male,Control,5,2,28/11/2017,68.426,58.954,3.727247242,22.79660594,23.81026241,3,4,5,5
97,373,Male,Control,6,2,28/11/2017,71.692,57.158,3.727247242,23.64008669,23.3713825,3,4,5,6
97,373,Male,Control,7,2,28/11/2017,72.998,52.422,4.912772333,23.65346791,19.99136784,3,5,6,6
97,373,Male,Control,8,2,28/11/2017,70.875,46.706,6.097522858,23.07468252,14.2153976,2,6,6,7
97,373,Male,Control,9,2,28/11/2017,62.547,42.46,6.342135681,21.60057618,16.44370719,2,5,8,8
97,373,Male,Control,10,2,28/11/2017,61.24,36.254,6.342135681,24.47910017,20.95562254,2,4,5,8
97,373,Male,Control,11,2,28/11/2017,52.422,33.315,3.433918461,26.85117147,28.07933804,2,3,3,5
97,373,Male,Control,12,2,28/11/2017,48.992,33.151,3.433918461,28.11284582,30.7840783,1,2,3,5
98,379,Female,Infected,1,2,28/11/2017,11.662,62.766,19.98830671,35.19703473,35.20636607,0,0,1,5
98,379,Female,Infected,2,2,28/11/2017,31.555,79.916,5.640977309,28.17664353,32.45833936,1,3,3,5
98,379,Female,Infected,3,2,28/11/2017,36.871,78.029,5.640977309,25.53570926,30.73766219,3,3,4,4
98,379,Female,Infected,4,2,28/11/2017,38.757,71.341,6.948837313,22.76607469,27.32341642,2,4,4,4
98,379,Female,Infected,5,2,28/11/2017,42.016,80.602,5.752508496,27.3332051,34.38266541,2,4,4,4
98,379,Female,Infected,6,2,28/11/2017,51.791,75.971,10.81650526,28.10598849,29.71752764,0,2,3,5
98,379,Female,Infected,7,2,28/11/2017,52.991,48.018,3.091288728,25.20786409,27.97874567,3,3,4,4
98,379,Female,Infected,8,2,28/11/2017,54.02,45.103,3.091288728,26.73530581,30.94837419,3,3,3,4
98,379,Female,Infected,9,2,28/11/2017,54.192,41.501,3.606104269,29.02663538,34.55351937,3,3,3,4
98,379,Female,Infected,10,2,28/11/2017,50.076,46.303,3.382077764,24.81349926,29.71752764,3,3,4,4
98,379,Female,Infected,11,2,28/11/2017,33.27,47.503,16.84878737,25.49312368,24.46134528,0,0,3,6
98,379,Female,Infected,12,2,28/11/2017,14.92,43.045,18.88375662,36.86563276,39.15412321,0,0,2,3
99,379,Female,Control,1,2,28/11/2017,70.326,74.442,12.27912493,37.702934,40.44232092,0,1,1,4
99,379,Female,Control,2,2,28/11/2017,61.916,83.389,12.27912493,36.43848977,37.85050853,0,1,1,4
99,379,Female,Control,3,2,28/11/2017,41.158,71.579,10.35566536,21.1141326,20.02298524,0,3,5,6
99,379,Female,Control,4,2,28/11/2017,37.937,61.737,5.684538416,16.21387087,10.74286675,2,6,8,7
99,379,Female,Control,5,2,28/11/2017,32.747,64.958,5.907712417,17.85295592,10.98756388,4,6,6,6
99,379,Female,Control,6,2,28/11/2017,32.926,59.053,4.665754816,16.07502221,14.98887921,5,6,8,6
99,379,Female,Control,7,2,28/11/2017,28.274,58.695,2.354377412,18.15359079,18.22072754,4,5,7,5
99,379,Female,Control,8,2,28/11/2017,28.632,56.368,2.354377412,18.02259593,16.40956038,4,5,8,6
99,379,Female,Control,9,2,28/11/2017,31.495,54.042,3.688772831,17.29225696,13.09193588,3,6,8,7
99,379,Female,Control,10,2,28/11/2017,47.242,49.747,10.97874683,20.71995466,19.75271478,0,2,6,6
99,379,Female,Control,11,2,28/11/2017,43.663,39.368,7.753167417,25.68613623,23.09024116,1,2,3,7
99,379,Female,Control,12,2,28/11/2017,36.326,41.874,7.753167417,23.28254634,18.64888053,1,3,7,7
